id,title,context,question,answers,Category
572806052ca10214002d9bd4,USB,"There are two basic forms of data packet, DATA0 and DATA1. A data packet must always be preceded by an address token, and is usually followed by a handshake token from the receiver back to the transmitter. The two packet types provide the 1-bit sequence number required by Stop-and-wait ARQ. If a USB host does not receive a response (such as an ACK) for data it has transmitted, it does not know if the data was received or not; the data might have been lost in transit, or it might have been received but the handshake response was lost.",What is a data packet usually followed by?,"{'text': array(['a handshake token from the receiver back to the transmitter'],
      dtype=object), 'answer_start': array([145], dtype=int32)}",1A
56d66c621c8504140094710f,2008_Sichuan_earthquake,"However questions still remain, as some of the corrupt government officials have still not been brought to justice, while the many families who lost their only child, are still seeking compensation and justice to what had happened. According to the Times, many parents were warned by the government not to stage a protest under the threat of arrest.",What did many families lose in the earthquake?,"{'text': array(['their only child'], dtype=object), 'answer_start': array([149], dtype=int32)}",1A
57302bc5b2c2fd14005689d1,British_Isles,"At the time of the Roman Empire, about two thousand years ago, various tribes, which spoke Celtic dialects of the Insular Celtic group, were inhabiting the islands. The Romans expanded their civilisation to control southern Great Britain but were impeded in advancing any further, building Hadrian's Wall to mark the northern frontier of their empire in 122 AD. At that time, Ireland was populated by a people known as Hiberni, the northern third or so of Great Britain by a people known as Picts and the southern two thirds by Britons.",The people that lived in the British Isles during the Roman Empire era spoke which language?,"{'text': array(['Celtic dialects of the Insular Celtic group'], dtype=object), 'answer_start': array([91], dtype=int32)}",1A
56db44cbe7c41114004b4fe8,American_Idol,"The declining trend however continued into season eight, as total viewers numbers fell by 5–10% for early episodes compared to season seven, and by 9% for the finale. In season nine, Idol's six-year extended streak of perfection in the ratings was broken, when NBC's coverage of the 2010 Winter Olympics on February 17 beat Idol in the same time slot with 30.1 million viewers over Idol's 18.4 million. Nevertheless, American Idol overall finished its ninth season as the most watched TV series for the sixth year running, breaking the previous record of five consecutive seasons achieved by CBS' All in the Family and NBC's The Cosby Show.",What finally beat Idol in the ratings during season nine?,"{'text': array(['2010 Winter Olympics'], dtype=object), 'answer_start': array([283], dtype=int32)}",1A
57263cb938643c19005ad359,Royal_Dutch_Shell,"In 2010, a leaked cable revealed that Shell claims to have inserted staff into all the main ministries of the Nigerian government and know ""everything that was being done in those ministries"", according to Shell's top executive in Nigeria. The same executive also boasted that the Nigerian government had forgotten about the extent of Shell's infiltration. Documents released in 2009 (but not used in the court case) reveal that Shell regularly made payments to the Nigerian military in order to prevent protests.",For what purpose did Shell make regular payments to the entity cited in the documents released in 2009?,"{'text': array(['to prevent protests'], dtype=object), 'answer_start': array([493], dtype=int32)}",1A
57275571dd62a815002e9b4c,Affirmative_action_in_the_United_States,"Another popular argument for affirmative action is the compensation argument. Blacks were mistreated in the past for a morally irrelevant characteristic of being black so society today should compensate for the injuries. This causes reverse discrimination in the form of preferential hirings, contracts, and scholarships as a means to ameliorate past wrongs. Many opponents argue that this form of reparation is morally indefensible because if blacks were harmed for being black in the past, then preferential treatment for this same trait is illogical. In addition, arguments are made that whites today who innocently benefited from past injustices should not be punished for something they had no control over. Therefore, they are being reverse discriminated against because they are receiving the punishment that should be given to people who willingly and knowingly benefited from discriminatory practices",Which argument is being made by those who oppose affirmative action in relation to the compensation argument?,"{'text': array(['preferential treatment for this same trait is illogical'],
      dtype=object), 'answer_start': array([497], dtype=int32)}",1A
56d1d4d3e7d4791d00902277,Frédéric_Chopin,"In October 1810, six months after Fryderyk's birth, the family moved to Warsaw, where his father acquired a post teaching French at the Warsaw Lyceum, then housed in the Saxon Palace. Fryderyk lived with his family in the Palace grounds. The father played the flute and violin; the mother played the piano and gave lessons to boys in the boarding house that the Chopins kept. Chopin was of slight build, and even in early childhood was prone to illnesses.",What two instruments did Chopin's father play?,"{'text': array(['flute and violin'], dtype=object), 'answer_start': array([260], dtype=int32)}",1A
56f956209b226e1400dd1350,List_of_numbered_streets_in_Manhattan,"E 122nd Street runs four blocks (2,250 feet (690 m)) west from the intersection of Second Avenue and terminates at the intersection of Madison Avenue at Marcus Garvey Memorial Park. This segment runs in East Harlem and crosses portions of Third Avenue, Lexington, and Park (Fourth Avenue).","A segment of what road crosses portions of Third Avenue, Lexington, and Park and runs in East Harlem?","{'text': array(['E 122nd Street'], dtype=object), 'answer_start': array([0], dtype=int32)}",1A
572f9ceab2c2fd1400568256,Bacteria,"The ancestors of modern bacteria were unicellular microorganisms that were the first forms of life to appear on Earth, about 4 billion years ago. For about 3 billion years, most organisms were microscopic, and bacteria and archaea were the dominant forms of life. In 2008, fossils of macroorganisms were discovered and named as the Francevillian biota. Although bacterial fossils exist, such as stromatolites, their lack of distinctive morphology prevents them from being used to examine the history of bacterial evolution, or to date the time of origin of a particular bacterial species. However, gene sequences can be used to reconstruct the bacterial phylogeny, and these studies indicate that bacteria diverged first from the archaeal/eukaryotic lineage. Bacteria were also involved in the second great evolutionary divergence, that of the archaea and eukaryotes. Here, eukaryotes resulted from the entering of ancient bacteria into endosymbiotic associations with the ancestors of eukaryotic cells, which were themselves possibly related to the Archaea. This involved the engulfment by proto-eukaryotic cells of alphaproteobacterial symbionts to form either mitochondria or hydrogenosomes, which are still found in all known Eukarya (sometimes in highly reduced form, e.g. in ancient ""amitochondrial"" protozoa). Later on, some eukaryotes that already contained mitochondria also engulfed cyanobacterial-like organisms. This led to the formation of chloroplasts in algae and plants. There are also some algae that originated from even later endosymbiotic events. Here, eukaryotes engulfed a eukaryotic algae that developed into a ""second-generation"" plastid. This is known as secondary endosymbiosis.",Why were bacteria and archaea dominant forms of life?,"{'text': array(['most organisms were microscopic'], dtype=object), 'answer_start': array([173], dtype=int32)}",1A
5728ec472ca10214002daa99,Alaska,"Most food in Alaska is transported into the state from ""Outside"", and shipping costs make food in the cities relatively expensive. In rural areas, subsistence hunting and gathering is an essential activity because imported food is prohibitively expensive. Though most small towns and villages in Alaska lie along the coastline, the cost of importing food to remote villages can be high, because of the terrain and difficult road conditions, which change dramatically, due to varying climate and precipitation changes. The cost of transport can reach as high as 50¢ per pound ($1.10/kg) or more in some remote areas, during the most difficult times, if these locations can be reached at all during such inclement weather and terrain conditions. The cost of delivering a 1 US gallon (3.8 L) of milk is about $3.50 in many villages where per capita income can be $20,000 or less. Fuel cost per gallon is routinely 20–30¢ higher than the continental United States average, with only Hawaii having higher prices.",How high can the cost of transport be in some remote areas?,"{'text': array(['50¢ per pound ($1.10/kg)'], dtype=object), 'answer_start': array([561], dtype=int32)}",1A
570bc0386b8089140040fa0b,Biodiversity,"Biodiversity, a contraction of ""biological diversity,"" generally refers to the variety and variability of life on Earth. One of the most widely used definitions defines it in terms of the variability within species, between species, and between ecosystems. It is a measure of the variety of organisms present in different ecosystems. This can refer to genetic variation, ecosystem variation, or species variation (number of species) within an area, biome, or planet. Terrestrial biodiversity tends to be greater near the equator, which seems to be the result of the warm climate and high primary productivity. Biodiversity is not distributed evenly on Earth. It is richest in the tropics. Marine biodiversity tends to be highest along coasts in the Western Pacific, where sea surface temperature is highest and in the mid-latitudinal band in all oceans. There are latitudinal gradients in species diversity. Biodiversity generally tends to cluster in hotspots, and has been increasing through time, but will be likely to slow in the future.",What types of variations does Biodiversity refer to?,"{'text': array(['genetic variation, ecosystem variation, or species variation'],
      dtype=object), 'answer_start': array([352], dtype=int32)}",1A
5726d4705951b619008f7f56,Mali,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund. During 1988 to 1996, Mali's government largely reformed public enterprises. Since the agreement, sixteen enterprises were privatized, 12 partially privatized, and 20 liquidated. In 2005, the Malian government conceded a railroad company to the Savage Corporation. Two major companies, Societé de Telecommunications du Mali (SOTELMA) and the Cotton Ginning Company (CMDT), were expected to be privatized in 2008.",Mali signed agreements with what to parties that began their economic changes?,"{'text': array(['World Bank and the International Monetary Fund'], dtype=object), 'answer_start': array([81], dtype=int32)}",1A
56cfeae2234ae51400d9c0b9,Frédéric_Chopin,"The funeral, held at the Church of the Madeleine in Paris, was delayed almost two weeks, until 30 October. Entrance was restricted to ticket holders as many people were expected to attend. Over 3,000 people arrived without invitations, from as far as London, Berlin and Vienna, and were excluded.",Where was Chopin's funeral held?,"{'text': array(['Church of the Madeleine'], dtype=object), 'answer_start': array([25], dtype=int32)}",1A
5728edab2ca10214002daaaa,Alaska,"Alaska has few road connections compared to the rest of the U.S. The state's road system covers a relatively small area of the state, linking the central population centers and the Alaska Highway, the principal route out of the state through Canada. The state capital, Juneau, is not accessible by road, only a car ferry, which has spurred several debates over the decades about moving the capital to a city on the road system, or building a road connection from Haines. The western part of Alaska has no road system connecting the communities with the rest of Alaska.",Why is there a debate about moving the capital of Alaska to another town?,"{'text': array(['Juneau, is not accessible by road'], dtype=object), 'answer_start': array([269], dtype=int32)}",1A
56e7b49000c9c71400d77528,Nanjing,"Nanjing Library, founded in 1907, houses more than 10 million volumes of printed materials and is the third largest library in China, after the National Library in Beijing and Shanghai Library. Other libraries, such as city-owned Jinling Library and various district libraries, also provide considerable amount of information to citizens. Nanjing University Library is the second largest university libraries in China after Peking University Library, and the fifth largest nationwide, especially in the number of precious collections.",What is the name of the fifth largest library in China?,"{'text': array(['Nanjing University Library'], dtype=object), 'answer_start': array([339], dtype=int32)}",1A
573287a106a3a419008acad0,Humanism,"Religious humanism is an integration of humanist ethical philosophy with religious rituals and beliefs that centre on human needs, interests, and abilities. Though practitioners of religious humanism did not officially organise under the name of ""humanism"" until the late 19th and early 20th centuries, non-theistic religions paired with human-centred ethical philosophy have a long history. The Cult of Reason (French: Culte de la Raison) was a religion based on deism devised during the French Revolution by Jacques Hébert, Pierre Gaspard Chaumette and their supporters. In 1793 during the French Revolution, the cathedral Notre Dame de Paris was turned into a ""Temple to Reason"" and for a time Lady Liberty replaced the Virgin Mary on several altars. In the 1850s, Auguste Comte, the Father of Sociology, founded Positivism, a ""religion of humanity"". One of the earliest forerunners of contemporary chartered humanist organisations was the Humanistic Religious Association formed in 1853 in London. This early group was democratically organised, with male and female members participating in the election of the leadership and promoted knowledge of the sciences, philosophy, and the arts. The Ethical Culture movement was founded in 1876. The movement's founder, Felix Adler, a former member of the Free Religious Association, conceived of Ethical Culture as a new religion that would retain the ethical message at the heart of all religions. Ethical Culture was religious in the sense of playing a defining role in people's lives and addressing issues of ultimate concern.",When did practicers of religious humanism form under the name Humanism?,"{'text': array(['19th and early 20th centuries'], dtype=object), 'answer_start': array([272], dtype=int32)}",1A
5731d97fe99e3014001e632e,Religion_in_ancient_Rome,"Haruspicy was also used in public cult, under the supervision of the augur or presiding magistrate. The haruspices divined the will of the gods through examination of entrails after sacrifice, particularly the liver. They also interpreted omens, prodigies and portents, and formulated their expiation. Most Roman authors describe haruspicy as an ancient, ethnically Etruscan ""outsider"" religious profession, separate from Rome's internal and largely unpaid priestly hierarchy, essential but never quite respectable. During the mid-to-late Republic, the reformist Gaius Gracchus, the populist politician-general Gaius Marius and his antagonist Sulla, and the ""notorious Verres"" justified their very different policies by the divinely inspired utterances of private diviners. The senate and armies used the public haruspices: at some time during the late Republic, the Senate decreed that Roman boys of noble family be sent to Etruria for training in haruspicy and divination. Being of independent means, they would be better motivated to maintain a pure, religious practice for the public good. The motives of private haruspices – especially females – and their clients were officially suspect: none of this seems to have troubled Marius, who employed a Syrian prophetess.",What process did haruspicy use to divine the will of the gods?,"{'text': array(['examination of entrails'], dtype=object), 'answer_start': array([152], dtype=int32)}",1A
5726b3c8dd62a815002e8d5e,Pesticide,"Though pesticide regulations differ from country to country, pesticides, and products on which they were used are traded across international borders. To deal with inconsistencies in regulations among countries, delegates to a conference of the United Nations Food and Agriculture Organization adopted an International Code of Conduct on the Distribution and Use of Pesticides in 1985 to create voluntary standards of pesticide regulation for different countries. The Code was updated in 1998 and 2002. The FAO claims that the code has raised awareness about pesticide hazards and decreased the number of countries without restrictions on pesticide use.",Is the trade of pesticides and pesticide treated goods limited to the United States?,"{'text': array(['traded across international borders'], dtype=object), 'answer_start': array([114], dtype=int32)}",1A
57277ee9f1498d1400e8f9cf,On_the_Origin_of_Species,"Darwin continued to research and extensively revise his theory while focusing on his main work of publishing the scientific results of the Beagle voyage. He tentatively wrote of his ideas to Lyell in January 1842; then in June he roughed out a 35-page ""Pencil Sketch"" of his theory. Darwin began correspondence about his theorising with the botanist Joseph Dalton Hooker in January 1844, and by July had rounded out his ""sketch"" into a 230-page ""Essay"", to be expanded with his research results and published if he died prematurely.",Which botanist did Darwin begin a correspondence with about his theories?,"{'text': array(['Joseph Dalton Hooker'], dtype=object), 'answer_start': array([350], dtype=int32)}",1A
5725bb4038643c19005acc02,Bill_%26_Melinda_Gates_Foundation,"The foundation trust invests undistributed assets, with the exclusive goal of maximizing the return on investment. As a result, its investments include companies that have been criticized for worsening poverty in the same developing countries where the foundation is attempting to relieve poverty. These include companies that pollute heavily and pharmaceutical companies that do not sell into the developing world. In response to press criticism, the foundation announced in 2007 a review of its investments to assess social responsibility. It subsequently cancelled the review and stood by its policy of investing for maximum return, while using voting rights to influence company practices.",What is the goal of the Trust investments ,"{'text': array(['exclusive goal of maximizing the return on investment'],
      dtype=object), 'answer_start': array([60], dtype=int32)}",1A
572fc225a23a5019007fc9a4,Armenia,"On 10 October 2009, Armenia and Turkey signed protocols on normalisation of relationships, which set a timetable for restoring diplomatic ties and reopening their joint border. The ratification of those had to be made in the national parliaments. In Armenia it passed through the required by legislation approval of the Constitutional Court and was sent to the parliament for the final ratification. The President had made multiple public announcements, both in Armenia and abroad, that as the leader of the political majority of Armenia he assured the ratification of the protocols if Turkey also ratified them. Despite this, the process stopped, as Turkey continuously added more preconditions to its ratification and also ""delayed it beyond any reasonable time-period"".",How did Turkey thwart the ratification of these protocols?,"{'text': array(['continuously added more preconditions to its ratification'],
      dtype=object), 'answer_start': array([658], dtype=int32)}",1A
572a4c00fed8de19000d5b81,Ottoman_Empire,"Ottoman government deliberately pursued a policy for the development of Bursa, Edirne, and Istanbul, successive Ottoman capitals, into major commercial and industrial centres, considering that merchants and artisans were indispensable in creating a new metropolis. To this end, Mehmed and his successor Bayezid, also encouraged and welcomed migration of the Jews from different parts of Europe, who were settled in Istanbul and other port cities like Salonica. In many places in Europe, Jews were suffering persecution at the hands of their Christian counterparts, such as in Spain after the conclusion of Reconquista. The tolerance displayed by the Turks was welcomed by the immigrants.",Who did Mehmed and Bayezid encourage to come to Istanbul?,"{'text': array(['the Jews from different parts of Europe'], dtype=object), 'answer_start': array([354], dtype=int32)}",1A
57280ea3ff5b5019007d9bf9,Unicode,"Rendering software which cannot process a Unicode character appropriately often displays it as an open rectangle, or the Unicode ""replacement character"" (U+FFFD, �), to indicate the position of the unrecognized character. Some systems have made attempts to provide more information about such characters. The Apple's Last Resort font will display a substitute glyph indicating the Unicode range of the character, and the SIL International's Unicode Fallback font will display a box showing the hexadecimal scalar value of the character.",What does SIL's Unicode Fallback font display when it can't display a character properly? ,"{'text': array(['a box showing the hexadecimal scalar value of the character'],
      dtype=object), 'answer_start': array([476], dtype=int32)}",1A
570c2b766b8089140040fbbc,Federal_Bureau_of_Investigation,"The FBI is near-impenetrable, with applicants intensely scrutinized and assessed over an extended period. To apply to become an FBI agent, one must be between the ages of 23 and 37. Due to the decision in Robert P. Isabella v. Department of State and Office of Personnel Management, 2008 M.S.P.B. 146, preference-eligible veterans may apply after age 37. In 2009, the Office of Personnel Management issued implementation guidance on the Isabella decision. The applicant must also hold American citizenship, be of high moral character, have a clean record, and hold at least a four-year bachelor's degree. At least three years of professional work experience prior to application is also required. All FBI employees require a Top Secret (TS) security clearance, and in many instances, employees need a TS/SCI (Top Secret/Sensitive Compartmented Information) clearance. To obtain a security clearance, all potential FBI personnel must pass a series of Single Scope Background Investigations (SSBI), which are conducted by the Office of Personnel Management. Special Agents candidates also have to pass a Physical Fitness Test (PFT), which includes a 300-meter run, one-minute sit-ups, maximum push-ups, and a 1.5-mile (2.4 km) run. Personnel must pass a polygraph test with questions including possible drug use. Applicants who fail polygraphs may not gain employment with the FBI.",Who conducts SSBIs?,"{'text': array(['Office of Personnel Management'], dtype=object), 'answer_start': array([1024], dtype=int32)}",1A
56e4cfd839bdeb14003479e0,Architecture,"Concurrently, the recent movements of New Urbanism, Metaphoric architecture and New Classical Architecture promote a sustainable approach towards construction, that appreciates and develops smart growth, architectural tradition and classical design. This in contrast to modernist and globally uniform architecture, as well as leaning against solitary housing estates and suburban sprawl.",What are three things the new movements try to achieve?,"{'text': array(['smart growth, architectural tradition and classical design'],
      dtype=object), 'answer_start': array([190], dtype=int32)}",1A
57325d630fdd8d15006c6a3a,The_Bronx,"Until March 1, 2009, the Borough President of the Bronx was Adolfo Carrión Jr., elected as a Democrat in 2001 and 2005 before retiring early to direct the White House Office of Urban Affairs Policy. His successor, Democratic New York State Assembly member Rubén Díaz, Jr., who won a special election on April 21, 2009 by a vote of 86.3% (29,420) on the ""Bronx Unity"" line to 13.3% (4,646) for the Republican district leader Anthony Ribustello on the ""People First"" line, became Borough President on May 1.",Who succeeded Carrion Jr.?,"{'text': array(['Rubén Díaz, Jr.'], dtype=object), 'answer_start': array([256], dtype=int32)}",1A
573055dc2461fd1900a9cd54,Swaziland,"The Sangoma is a traditional diviner chosen by the ancestors of that particular family. The training of the Sangoma is called ""kwetfwasa"". At the end of the training, a graduation ceremony takes place where all the local sangoma come together for feasting and dancing. The diviner is consulted for various reasons, such the cause of sickness or even death. His diagnosis is based on ""kubhula"", a process of communication, through trance, with the natural superpowers. The Inyanga (a medical and pharmaceutical specialist in western terms) possesses the bone throwing skill (""kushaya ematsambo"") used to determine the cause of the sickness.",What is a Sangoma in Swaziland?,"{'text': array(['a traditional diviner'], dtype=object), 'answer_start': array([15], dtype=int32)}",1A
56e79e2e00c9c71400d773d7,Nanjing,"Surrounded by the Yangtze River and mountains, Nanjing also enjoys beautiful natural scenery. Natural lakes such as Xuanwu Lake and Mochou Lake are located in the centre of the city and are easily accessible to the public, while hills like Purple Mountain are covered with evergreens and oaks and host various historical and cultural sites. Sun Quan relocated his capital to Nanjing after Liu Bei's suggestion as Liu Bei was impressed by Nanjing's impeccable geographic position when negotiating an alliance with Sun Quan. Sun Quan then renamed the city from Moling (秣陵) to Jianye (建鄴) shortly thereafter.",What is Nanjing surrounded by?,"{'text': array(['the Yangtze River and mountains'], dtype=object), 'answer_start': array([14], dtype=int32)}",1A
573076bd396df91900096134,Greeks,"In ancient times, the trading and colonizing activities of the Greek tribes and city states spread the Greek culture, religion and language around the Mediterranean and Black Sea basins, especially in Sicily and southern Italy (also known as Magna Grecia), Spain, the south of France and the Black sea coasts. Under Alexander the Great's empire and successor states, Greek and Hellenizing ruling classes were established in the Middle East, India and in Egypt. The Hellenistic period is characterized by a new wave of Greek colonization that established Greek cities and kingdoms in Asia and Africa. Under the Roman Empire, easier movement of people spread Greeks across the Empire and in the eastern territories, Greek became the lingua franca rather than Latin. The modern-day Griko community of southern Italy, numbering about 60,000, may represent a living remnant of the ancient Greek populations of Italy.",How were the rulers of social class picked to be representatives in the now traditionally Arabic speaking part of the world and in Northern Africa ?,"{'text': array([""Under Alexander the Great's empire and successor states, Greek and Hellenizing ruling classes were established in the Middle East, India and in Egypt.""],
      dtype=object), 'answer_start': array([310], dtype=int32)}",1A
57326d6ce99e3014001e67ad,Dwight_D._Eisenhower,"Over New York City in 1953, Eastern Airlines Flight 8610, a commercial flight, had a near miss with Air Force Flight 8610, a Lockheed C-121 Constellation known as Columbine II, while the latter was carrying President Eisenhower. This prompted the adoption of the unique call sign Air Force One, to be used whenever the president is on board any US Air Force aircraft. Columbine II is the only presidential aircraft to have ever been sold to the public and is the only remaining presidential aircraft left unrestored and not on public display.",What aircraft had an incident with Air Force Flight 8610?,"{'text': array(['Eastern Airlines Flight 8610'], dtype=object), 'answer_start': array([28], dtype=int32)}",1A
56e797a637bdd419002c41c9,Arena_Football_League,"Jim Foster, a promotions manager with the National Football League, conceived of indoor football while watching an indoor soccer match at Madison Square Garden in 1981. While at the game, he wrote his idea on a 9x12 envelope, with sketches of the field and notes on gameplay. He presented the idea to a few friends at the NFL offices, where he received praise and encouragement for his concept. After solidifying the rules and a business plan, and supplemented with sketches by a professional artist, Foster presented his idea to various television networks. He reached an agreement with NBC for a ""test game"".",Who was Jim Foster's employer prior to his founding the Arena Football League?,"{'text': array(['the National Football League'], dtype=object), 'answer_start': array([38], dtype=int32)}",1A
56e7b76a00c9c71400d7754d,Nanjing,"Traditionally Nanjing's nightlife was mostly centered around Nanjing Fuzimiao (Confucius Temple) area along the Qinhuai River, where night markets, restaurants and pubs thrived. Boating at night in the river was a main attraction of the city. Thus, one can see the statues of the famous teachers and educators of the past not too far from those of the courtesans who educated the young men in the other arts.",Where have Nanjing's after-hours activities typically been located?,"{'text': array(['around Nanjing Fuzimiao (Confucius Temple) area along the Qinhuai River'],
      dtype=object), 'answer_start': array([54], dtype=int32)}",1A
